review_text,rating,review_date,app_version,likes,app_name,category
yaaa,5,03-03-2026 19:01,19.4.2,0,Zomato,Food Delivery
good,4,03-03-2026 19:01,19.3.9,0,Zomato,Food Delivery
best app,5,03-03-2026 18:59,,0,Zomato,Food Delivery
amazing 👏 🤩,4,03-03-2026 18:58,19.3.4,0,Zomato,Food Delivery
super and delisious,5,03-03-2026 18:55,,0,Zomato,Food Delivery
very good nice 👍 keep it up,5,03-03-2026 18:55,19.3.1,0,Zomato,Food Delivery
good service,4,03-03-2026 18:53,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 18:53,19.4.2,0,Zomato,Food Delivery
best app really,5,03-03-2026 18:52,,0,Zomato,Food Delivery
excellent food and good 👍 😋 👌,5,03-03-2026 18:51,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 18:51,19.4.2,0,Zomato,Food Delivery
ok delevery hai,4,03-03-2026 18:51,19.4.2,0,Zomato,Food Delivery
🥳🥳,5,03-03-2026 18:50,19.4.2,0,Zomato,Food Delivery
The order is so late and not come order cash on delivery is not available why very very bad,1,03-03-2026 18:48,19.3.9,0,Zomato,Food Delivery
its good,4,03-03-2026 18:47,19.4.2,0,Zomato,Food Delivery
very poor service. Our order will be delayed by grouping. ang my order item was missing and refunded only a part of the payment. please don't use this application. you can use Swiggy instead. or u can order on restaurant and ask the rapido guy to pick up worth than this and will be quicker than this. this very poor....,1,03-03-2026 18:41,,0,Zomato,Food Delivery
out standing delivery time,5,03-03-2026 18:40,19.3.9,0,Zomato,Food Delivery
nice app so easy to find item,5,03-03-2026 18:39,19.4.2,0,Zomato,Food Delivery
"Amazing, quick and good discount",5,03-03-2026 18:37,19.4.2,0,Zomato,Food Delivery
very helpful,5,03-03-2026 18:36,19.3.9,0,Zomato,Food Delivery
"⭐Star Very disappointing experience. The food delivered was of extremely poor quality and not worth the price paid. Despite raising a complaint, there was no proper response or resolution from customer support. Additionally, the prices listed in the app are much higher compared to the actual prices at the restaurant, which feels unfair to customers. Overall, a very unsatisfactory experience. I hope serious improvements are made in food quality checks, pricing transparency, and customer service",1,03-03-2026 18:36,,0,Zomato,Food Delivery
xeclent,4,03-03-2026 18:33,19.4.2,0,Zomato,Food Delivery
worst app,1,03-03-2026 18:33,19.4.2,0,Zomato,Food Delivery
Customer Friendly approach.,5,03-03-2026 18:32,19.4.2,0,Zomato,Food Delivery
expensive,4,03-03-2026 18:30,19.4.2,0,Zomato,Food Delivery
experience is very good and even price is very affordable,4,03-03-2026 18:29,19.3.9,0,Zomato,Food Delivery
one of the best app for food delivery ❤️,5,03-03-2026 18:27,19.4.2,0,Zomato,Food Delivery
packing charge 28+ delivery charge 73. Shop to my home 3km distance,1,03-03-2026 18:27,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 18:26,19.3.9,0,Zomato,Food Delivery
good service,4,03-03-2026 18:26,19.3.7,0,Zomato,Food Delivery
good,3,03-03-2026 18:26,19.4.2,0,Zomato,Food Delivery
good for very attractive offers,5,03-03-2026 18:26,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 18:25,19.0.7,0,Zomato,Food Delivery
best for ordering food,5,03-03-2026 18:25,19.4.2,0,Zomato,Food Delivery
good,4,03-03-2026 18:24,,0,Zomato,Food Delivery
helps me to eat my favorite food at home 🏡 😋,5,03-03-2026 18:23,19.3.1,0,Zomato,Food Delivery
abhi khana nhi mila khana mil jaye rating kar duga,4,03-03-2026 18:21,19.4.2,0,Zomato,Food Delivery
Enjoying it👍,5,03-03-2026 18:20,19.4.2,0,Zomato,Food Delivery
delivery fee is too high platform fee is too high and also contain gst. if I order of 120 rupees then 110 is extra fees.,1,03-03-2026 18:18,19.4.2,0,Zomato,Food Delivery
very good,5,03-03-2026 18:17,,0,Zomato,Food Delivery
nice and tasty food many restaurants options next level 👍🏻👍🏻👍🏻,4,03-03-2026 18:14,19.3.9,0,Zomato,Food Delivery
nice app,5,03-03-2026 18:12,19.3.9,0,Zomato,Food Delivery
bohot loot te hai,1,03-03-2026 18:12,19.3.9,0,Zomato,Food Delivery
very nice,5,03-03-2026 18:10,19.3.6,0,Zomato,Food Delivery
Really bad experience with their customer support.,1,03-03-2026 18:07,19.4.2,0,Zomato,Food Delivery
the service is good but timing to silver the order is taking alot time,5,03-03-2026 18:05,19.4.2,0,Zomato,Food Delivery
always good service and perfect timing of delivering,5,03-03-2026 18:03,19.3.9,0,Zomato,Food Delivery
fast dilivery,5,03-03-2026 18:03,,0,Zomato,Food Delivery
🌟🌟🌟🌟🌟🌟,5,03-03-2026 18:03,19.3.9,0,Zomato,Food Delivery
best application but COD NOT AVAILABLE PLEASE ADD THE COD,5,03-03-2026 18:02,18.8.1,0,Zomato,Food Delivery
super experience always,5,03-03-2026 18:01,,0,Zomato,Food Delivery
superb app for food,5,03-03-2026 18:01,19.3.9,0,Zomato,Food Delivery
"add other upi id option got disappear ,why ab payment kaise krugi dusre phone se ,add this option please",3,03-03-2026 18:00,,0,Zomato,Food Delivery
"Fast, fresh, and friendly. 5 stars!",5,03-03-2026 17:59,19.3.6,0,Zomato,Food Delivery
very good,4,03-03-2026 17:58,19.4.2,0,Zomato,Food Delivery
nice,5,03-03-2026 17:57,19.4.2,0,Zomato,Food Delivery
very well,5,03-03-2026 17:54,19.4.2,0,Zomato,Food Delivery
A good time saving app. Also budget friendly. Lots of restaurants options to choose from.🫡,5,03-03-2026 17:46,19.3.9,0,Zomato,Food Delivery
"extremely poor quality of service, no at all recommend for future generations",1,03-03-2026 17:46,,0,Zomato,Food Delivery
nice,5,03-03-2026 17:45,19.3.9,0,Zomato,Food Delivery
great,5,03-03-2026 17:44,,0,Zomato,Food Delivery
thank you 💜 for your service,5,03-03-2026 17:42,19.4.2,0,Zomato,Food Delivery
"Always had a great experience ordering from zomato, compare to other food delivery service zomato is best in user experience",5,03-03-2026 17:41,,0,Zomato,Food Delivery
good,2,03-03-2026 17:40,19.3.9,0,Zomato,Food Delivery
excellent,5,03-03-2026 17:36,,0,Zomato,Food Delivery
good,5,03-03-2026 17:33,19.3.9,0,Zomato,Food Delivery
good,5,03-03-2026 17:31,19.3.9,0,Zomato,Food Delivery
food is almost never late and the variety of food options is really good. The app UI is also user friendly. My only issue is that gold members get barely any benefits as the cost for discount is usually charged in really expensive delivery charges or lack of good discount coupons.,4,03-03-2026 17:31,19.4.2,0,Zomato,Food Delivery
excellent service,5,03-03-2026 17:26,,0,Zomato,Food Delivery
lovely,5,03-03-2026 17:26,19.3.9,0,Zomato,Food Delivery
every time I order an app I will get good experience,5,03-03-2026 17:25,19.3.9,0,Zomato,Food Delivery
👍🏻,5,03-03-2026 17:24,19.3.9,0,Zomato,Food Delivery
best app for foodie 😋,5,03-03-2026 17:21,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 17:19,19.3.9,0,Zomato,Food Delivery
amazing,5,03-03-2026 17:18,,0,Zomato,Food Delivery
Easy to navigate and gives good offers compared to other platforms,5,03-03-2026 17:12,19.4.2,0,Zomato,Food Delivery
good delivery platform 👍,5,03-03-2026 17:11,19.3.0,0,Zomato,Food Delivery
great experience,5,03-03-2026 17:10,,0,Zomato,Food Delivery
Eatables fresh n timely delivered,5,03-03-2026 17:10,19.3.9,0,Zomato,Food Delivery
best food delivery app,5,03-03-2026 17:09,19.3.9,0,Zomato,Food Delivery
have you become CHUTIYAS or Anpad ... if the restaurant is delaying the order more then 20 or 30 min and we transfer the order in Zero Penalty then how does Rider deleyd.. ? and the medals Decrease.. .. HIRE ANY EDUCATED PERSONS,1,03-03-2026 17:04,19.4.2,0,Zomato,Food Delivery
un responding customer care... my issue is not resolved and they are not willing to refund.which I wasn't received. I recommend Swiggy,1,03-03-2026 16:58,19.3.9,0,Zomato,Food Delivery
best food,4,03-03-2026 16:58,19.4.2,0,Zomato,Food Delivery
one of the worst experience in this app irresponsible zomato partner and management and also they won't refund our hard and money,1,03-03-2026 16:58,19.3.9,0,Zomato,Food Delivery
❤️,5,03-03-2026 16:55,19.2.1,0,Zomato,Food Delivery
best deal a person get here,5,03-03-2026 16:54,19.3.7,0,Zomato,Food Delivery
good,5,03-03-2026 16:52,,0,Zomato,Food Delivery
good,4,03-03-2026 16:51,,0,Zomato,Food Delivery
Very convenient for my frequent train journeys,5,03-03-2026 16:46,,0,Zomato,Food Delivery
Amazing App I love ordering food from it .,5,03-03-2026 16:42,,0,Zomato,Food Delivery
so good,5,03-03-2026 16:41,,0,Zomato,Food Delivery
good,5,03-03-2026 16:39,19.3.9,0,Zomato,Food Delivery
good service,5,03-03-2026 16:34,19.3.7,0,Zomato,Food Delivery
very good services,4,03-03-2026 16:33,19.2.5,0,Zomato,Food Delivery
fast and economic,5,03-03-2026 16:32,19.3.4,0,Zomato,Food Delivery
Good,5,03-03-2026 16:30,19.3.9,0,Zomato,Food Delivery
verey good,5,03-03-2026 16:30,19.3.9,0,Zomato,Food Delivery
⚜️,5,03-03-2026 16:30,19.3.9,0,Zomato,Food Delivery
understandably rates of delivery chamge tume to time . as long it come inreaaonable rime. and hot ... ok,4,03-03-2026 16:30,,0,Zomato,Food Delivery
this is too much good app I mean ham log baithe baithe kuchh bhi order kar sakte aur turant hi a bhi jata hai it is too much good,5,03-03-2026 16:29,19.4.2,0,Zomato,Food Delivery
very good,5,03-03-2026 16:28,,0,Zomato,Food Delivery
happy,5,03-03-2026 16:27,19.3.9,0,Zomato,Food Delivery
order will deliver fast but the delivery charges are too high,4,03-03-2026 16:27,19.3.9,0,Zomato,Food Delivery
Very bad experience 😞😕. & I hated this app,1,03-03-2026 16:26,19.4.2,0,Zomato,Food Delivery
best delivery ever,5,03-03-2026 16:22,19.3.9,0,Zomato,Food Delivery
good,5,03-03-2026 16:21,19.3.9,0,Zomato,Food Delivery
"Food delivery mechanism! I used to be on Swiggy a lot, but now I feel like Zomato has improved a lot on their UI, restaurant options, delivery system and services. My suggestion: Install this one stop solution for all your hunger satiation.",5,03-03-2026 16:20,19.4.2,0,Zomato,Food Delivery
mas furate,5,03-03-2026 16:19,19.4.2,0,Zomato,Food Delivery
good app,5,03-03-2026 16:17,19.3.9,0,Zomato,Food Delivery
love it 🥰🥰,5,03-03-2026 16:16,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 16:16,18.3.2,0,Zomato,Food Delivery
very good,5,03-03-2026 16:12,19.3.9,0,Zomato,Food Delivery
very bad 👎 bad,1,03-03-2026 16:12,,0,Zomato,Food Delivery
good,4,03-03-2026 16:12,19.3.9,0,Zomato,Food Delivery
zomato has always been the go to app for food delivery. it's the best and to be honest it has the fastest delivery compared to all other food delivery apps of my experience. no complaints it's the best,5,03-03-2026 16:11,19.3.7,0,Zomato,Food Delivery
excellent performance,5,03-03-2026 16:07,19.4.2,0,Zomato,Food Delivery
good experience,5,03-03-2026 16:04,19.3.9,0,Zomato,Food Delivery
best Dilevery,5,03-03-2026 16:04,19.3.9,0,Zomato,Food Delivery
ok,3,03-03-2026 16:03,19.3.9,0,Zomato,Food Delivery
very nice app,5,03-03-2026 16:01,19.4.2,0,Zomato,Food Delivery
very good and good prices,5,03-03-2026 16:01,19.4.2,0,Zomato,Food Delivery
super very fast service,5,03-03-2026 15:59,19.4.2,0,Zomato,Food Delivery
not bad,4,03-03-2026 15:55,19.3.4,0,Zomato,Food Delivery
good 👍,5,03-03-2026 15:54,19.3.9,0,Zomato,Food Delivery
very good service,5,03-03-2026 15:54,19.4.2,0,Zomato,Food Delivery
fast and nice food,5,03-03-2026 15:52,19.3.9,0,Zomato,Food Delivery
amazing service,5,03-03-2026 15:51,19.4.2,0,Zomato,Food Delivery
nice,5,03-03-2026 15:49,,0,Zomato,Food Delivery
zomato rate and hotal menu rate is deferent,1,03-03-2026 15:47,19.3.9,0,Zomato,Food Delivery
better than swiggy 🫡,5,03-03-2026 15:47,,0,Zomato,Food Delivery
Zomato is so awesome and the food was very delicious 🤤,5,03-03-2026 15:47,19.4.2,0,Zomato,Food Delivery
nice .... according to Swiggy price,5,03-03-2026 15:46,,0,Zomato,Food Delivery
good,5,03-03-2026 15:45,19.3.9,0,Zomato,Food Delivery
Bad customer service.,1,03-03-2026 15:42,19.0.7,0,Zomato,Food Delivery
Horrible customer service.,1,03-03-2026 15:40,19.4.2,0,Zomato,Food Delivery
excellent service and preparation,5,03-03-2026 15:35,,0,Zomato,Food Delivery
good,4,03-03-2026 15:35,,0,Zomato,Food Delivery
good,5,03-03-2026 15:33,19.3.9,0,Zomato,Food Delivery
very helpful when you don't want to go outside for food..lol,5,03-03-2026 15:33,19.3.9,0,Zomato,Food Delivery
nice 🙂,5,03-03-2026 15:32,19.3.9,0,Zomato,Food Delivery
nice,5,03-03-2026 15:32,19.4.2,0,Zomato,Food Delivery
Becoz I'm Eating,5,03-03-2026 15:30,19.3.9,0,Zomato,Food Delivery
Good service by gige worker and all staff of Zomato.please increase the wages of gige employees,1,03-03-2026 15:27,19.4.2,0,Zomato,Food Delivery
food West food problam,1,03-03-2026 15:26,,0,Zomato,Food Delivery
very excellent 👌,5,03-03-2026 15:25,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 15:24,19.3.6,0,Zomato,Food Delivery
nice app,5,03-03-2026 15:24,19.3.2,0,Zomato,Food Delivery
good,5,03-03-2026 15:23,,0,Zomato,Food Delivery
good food..,5,03-03-2026 15:22,19.3.9,0,Zomato,Food Delivery
ok ok,3,03-03-2026 15:22,19.3.9,0,Zomato,Food Delivery
Nice,5,03-03-2026 15:20,19.3.9,0,Zomato,Food Delivery
its a very amazing app for foodies like meh😅... but everyone who is really found of foods they may enjoy the app 😌,5,03-03-2026 15:18,19.4.2,0,Zomato,Food Delivery
great app,5,03-03-2026 15:13,19.4.2,0,Zomato,Food Delivery
don't use this application prices too high and bad food quality,1,03-03-2026 15:12,,0,Zomato,Food Delivery
very good delivery timing 😍,5,03-03-2026 15:09,19.3.9,0,Zomato,Food Delivery
Very good,5,03-03-2026 15:09,19.3.9,0,Zomato,Food Delivery
good works,5,03-03-2026 15:04,19.3.9,0,Zomato,Food Delivery
"very good delivery and food experience, delivery is in time",4,03-03-2026 15:03,19.3.9,0,Zomato,Food Delivery
so usefull app pleas try this appa,5,03-03-2026 15:02,19.3.9,0,Zomato,Food Delivery
better then swiggy frrrrr,4,03-03-2026 15:02,,0,Zomato,Food Delivery
All things are good but coupan code is not working on Cash on delivery option & some foods rate are high.,4,03-03-2026 15:00,19.4.2,0,Zomato,Food Delivery
Good App,5,03-03-2026 15:00,19.3.4,0,Zomato,Food Delivery
prompt delivery,4,03-03-2026 14:58,19.3.9,0,Zomato,Food Delivery
very good app with great discounts,5,03-03-2026 14:57,19.3.9,0,Zomato,Food Delivery
nice,5,03-03-2026 14:56,19.3.7,0,Zomato,Food Delivery
good,5,03-03-2026 14:55,19.3.7,0,Zomato,Food Delivery
"Good experience, food rates are comparatively less than Swiggy and providing more discounts while placing the orders",5,03-03-2026 14:54,19.3.9,0,Zomato,Food Delivery
🥰🥰,5,03-03-2026 14:53,,0,Zomato,Food Delivery
Thank You,5,03-03-2026 14:51,19.4.2,0,Zomato,Food Delivery
Excellent,5,03-03-2026 14:50,19.3.9,0,Zomato,Food Delivery
Best food for online,5,03-03-2026 14:48,19.4.2,0,Zomato,Food Delivery
Alwys excellent service!,5,03-03-2026 14:47,19.3.9,0,Zomato,Food Delivery
good Taste 👍... nice 👍,5,03-03-2026 14:46,,0,Zomato,Food Delivery
I got good offers in future I wish they will give me offers,5,03-03-2026 14:45,19.3.9,0,Zomato,Food Delivery
he is no 1,5,03-03-2026 14:45,19.3.9,0,Zomato,Food Delivery
superb,5,03-03-2026 14:44,19.4.2,0,Zomato,Food Delivery
Nice work 👍,5,03-03-2026 14:44,19.3.9,0,Zomato,Food Delivery
always have a good experience,5,03-03-2026 14:42,19.3.9,0,Zomato,Food Delivery
worst app there is no way they connect to and customer care executive. There is always delays in order always and there is no compensation to the customer as he is the one who pays amd suffers the delays caused by the company side. No answer and this company is clueless what to do and how to do,1,03-03-2026 14:40,19.3.9,0,Zomato,Food Delivery
कौड़ियों लोगो का जगह,5,03-03-2026 14:40,19.4.2,0,Zomato,Food Delivery
nice,5,03-03-2026 14:40,19.3.9,0,Zomato,Food Delivery
great and fast,5,03-03-2026 14:39,,0,Zomato,Food Delivery
hate,1,03-03-2026 14:37,19.3.9,0,Zomato,Food Delivery
Lol the prices are so high . every item that is listed here is doubled in price than actual price. if i go into the restaurant i could buy the same item for half price lol. we only use zomato so that we don't have to go there for ourselves. it would be ok if the difference is little like 20 to 30 rupees but no the difference is doubled and other than that you have to pay the delivery charge and and then comes tax lol .,1,03-03-2026 14:36,17.3.9,4,Zomato,Food Delivery
excellent 👍🏻,5,03-03-2026 14:35,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 14:35,19.3.9,0,Zomato,Food Delivery
Nice,4,03-03-2026 14:34,19.3.9,0,Zomato,Food Delivery
very good,5,03-03-2026 14:31,19.4.2,0,Zomato,Food Delivery
good work,5,03-03-2026 14:30,,0,Zomato,Food Delivery
super,5,03-03-2026 14:28,19.3.4,0,Zomato,Food Delivery
good,4,03-03-2026 14:28,19.4.2,0,Zomato,Food Delivery
good delivery time,5,03-03-2026 14:27,19.3.9,0,Zomato,Food Delivery
very good 👍,5,03-03-2026 14:26,19.3.9,0,Zomato,Food Delivery
❤️‍🩹,5,03-03-2026 14:26,19.3.4,0,Zomato,Food Delivery
super app,4,03-03-2026 14:25,19.4.2,0,Zomato,Food Delivery
good,5,03-03-2026 14:25,19.4.2,0,Zomato,Food Delivery
good ❤️❤️❤️ zomato,5,03-03-2026 14:25,19.4.2,0,Zomato,Food Delivery
good offers,5,03-03-2026 14:24,19.3.6,0,Zomato,Food Delivery
cash on delivery nahi ataha,1,03-03-2026 14:24,,0,Zomato,Food Delivery
good,5,03-03-2026 14:23,19.3.0,0,Zomato,Food Delivery
Good Experience,5,03-03-2026 14:22,19.4.2,0,Zomato,Food Delivery
it's good,4,03-03-2026 14:22,,0,Zomato,Food Delivery
good,5,03-03-2026 14:21,19.3.9,0,Zomato,Food Delivery
very good,5,03-03-2026 14:20,19.4.2,0,Zomato,Food Delivery
disappointed with the km reduced with membership plan...its useful more to use membership plan when to order...at now it's just ok with zomato,4,03-03-2026 14:19,19.3.9,0,Zomato,Food Delivery
